cliente_id,idade,renda_mensal,gasto_mensal,frequencia_compra,ticket_medio,tempo_cliente_anos,score_engajamento,canal,regiao,plano,data_cadastro,segmento_latente
487,47.0,7881.34,658.12,6.2,106.28,12.0,36.9,Site,Nordeste,VIP,2025-11-23,Tradicional
488,26.0,2669.74,1325.23,17.1,77.43,1.6,67.2,Site,Sudeste,Premium,2024-04-07,Jovem digital
489,36.0,4757.02,828.87,2.3,359.44,3.8,17.0,Loja física,Nordeste,Básico,2023-12-19,Tradicional
490,63.0,5635.45,245.35,2.6,93.53,8.3,7.2,Loja física,Sul,VIP,2024-10-07,Tradicional
491,42.0,5911.46,757.22,3.8,197.83,9.3,12.4,Marketplace,Sudeste,Premium,2022-10-01,Tradicional
492,47.0,7161.56,614.99,4.4,138.79,7.7,16.5,Loja física,Sul,VIP,2024-03-15,Tradicional
493,49.0,6524.45,1018.02,6.6,154.27,6.8,29.2,Site,Nordeste,Básico,2024-10-09,Tradicional
494,20.0,2810.89,934.72,9.1,102.59,6.5,37.0,Site,Sul,VIP,2025-03-12,Jovem digital
495,54.0,16784.73,4817.95,10.2,472.42,11.2,33.9,Site,Sul,Básico,2024-04-16,Alto valor
496,46.0,9315.89,1007.68,5.8,172.39,7.9,20.1,Aplicativo,Sudeste,Básico,2026-07-26,Tradicional
497,56.0,6728.53,639.61,4.5,143.66,7.3,15.7,Loja física,Sudeste,VIP,2026-07-14,Tradicional
498,50.0,9420.77,1194.47,4.9,243.33,9.1,24.2,Site,Sul,Básico,2022-06-11,Tradicional
499,18.0,4135.29,1229.37,10.9,112.79,4.1,53.5,Aplicativo,Sudeste,Básico,2022-05-19,Jovem digital
500,63.0,6372.2,767.12,4.3,179.82,9.5,16.7,Loja física,Sudeste,Básico,2024-05-11,Tradicional
501,28.0,5175.01,696.06,6.8,102.82,4.7,18.1,Aplicativo,Sudeste,Básico,2025-10-16,Tradicional
502,43.0,22807.7,5828.66,10.7,545.73,9.8,34.7,Aplicativo,Nordeste,Básico,2024-05-06,Alto valor
503,46.0,13893.48,3339.46,6.4,522.47,8.6,34.5,Site,Sudeste,Básico,2022-12-29,Alto valor
504,36.0,5399.93,376.72,3.1,120.07,9.2,20.1,Loja física,Centro-Oeste,Básico,2024-07-29,Tradicional
505,46.0,6973.94,846.03,8.1,104.95,11.1,30.3,Site,Sul,Premium,2026-04-26,Tradicional
506,51.0,16578.69,4645.91,7.5,620.09,9.7,31.2,Aplicativo,Sudeste,Básico,2022-10-07,Alto valor
507,31.0,4603.24,1313.06,10.4,126.73,5.0,30.8,Site,Nordeste,Premium,2024-01-15,Jovem digital
508,39.0,11590.16,2975.9,6.8,440.48,9.6,34.2,Aplicativo,Sudeste,Premium,2024-12-03,Alto valor
509,48.0,9307.22,934.36,3.4,277.63,9.3,42.7,Marketplace,Centro-Oeste,Premium,2023-10-20,Tradicional
510,22.0,3856.29,1393.74,9.3,150.28,11.1,45.6,Aplicativo,Centro-Oeste,Premium,2022-03-16,Jovem digital
511,24.0,5575.32,1328.18,10.4,127.89,6.0,37.7,Loja física,Centro-Oeste,VIP,2025-01-24,Jovem digital
512,40.0,16265.98,4639.84,9.8,473.92,8.9,34.8,Aplicativo,Sul,Básico,2025-05-24,Alto valor
513,38.0,6267.8,1446.48,10.2,141.38,7.8,29.2,Aplicativo,Centro-Oeste,Premium,2024-12-31,Jovem digital
514,29.0,3321.58,1599.8,13.9,114.96,5.8,54.6,Site,Nordeste,VIP,2025-01-13,Jovem digital
515,28.0,5090.78,1789.83,15.3,116.93,5.3,57.7,Loja física,Centro-Oeste,Premium,2025-01-03,Jovem digital
516,26.0,6407.86,1664.24,13.4,124.02,6.3,44.1,Marketplace,Sudeste,Básico,2023-07-07,Jovem digital
517,27.0,4436.17,1180.24,11.9,99.14,6.9,53.8,Site,Centro-Oeste,Premium,2022-01-28,Jovem digital
518,32.0,4980.77,524.91,3.3,160.84,9.0,20.7,Site,Nordeste,Premium,2026-07-12,Tradicional
519,30.0,4005.96,1148.04,11.5,99.91,6.8,48.9,Aplicativo,Sudeste,Básico,2022-12-08,Jovem digital
520,46.0,18101.1,4400.0,9.2,478.79,6.9,38.3,Site,Norte,Premium,2025-10-17,Alto valor
521,50.0,30316.18,6111.62,8.0,767.33,7.8,31.8,Site,Nordeste,Premium,2024-06-23,Alto valor
522,26.0,4309.81,1378.32,10.6,129.76,2.6,27.3,Marketplace,Centro-Oeste,Básico,2024-06-21,Jovem digital
523,20.0,3207.68,1260.99,10.6,118.66,8.7,41.1,Site,Sudeste,Básico,2022-02-05,Jovem digital
524,39.0,6163.83,949.05,5.1,185.73,6.0,29.3,Loja física,Sul,Básico,2026-07-15,Tradicional
525,27.0,4696.57,1478.58,9.6,153.28,7.9,34.4,Loja física,Nordeste,Premium,2024-06-02,Jovem digital
526,29.0,5352.23,1738.64,12.8,136.0,6.6,49.8,Aplicativo,Sudeste,Básico,2025-10-19,Jovem digital
527,48.0,16223.01,4253.99,10.1,420.06,9.0,32.5,Site,Nordeste,Premium,2025-07-24,Alto valor
528,45.0,15896.65,3985.01,8.8,451.28,7.6,41.8,Marketplace,Nordeste,Básico,2022-08-19,Alto valor
529,43.0,6319.26,573.59,1.0,566.52,5.9,12.6,Site,Sudeste,Premium,2026-05-04,Tradicional
530,26.0,4015.66,1348.86,14.5,92.77,3.4,38.1,Site,Nordeste,Premium,2024-09-15,Jovem digital
531,37.0,2968.76,498.11,4.1,120.48,11.0,23.8,Loja física,Sudeste,Premium,2022-11-06,Tradicional
532,40.0,9062.14,1027.14,6.5,156.84,7.6,36.2,Aplicativo,Nordeste,Básico,2024-08-29,Tradicional
533,25.0,5598.05,1329.61,11.0,121.42,8.1,32.5,Marketplace,Centro-Oeste,Básico,2024-10-27,Jovem digital
534,30.0,5693.97,1229.07,6.4,193.3,9.3,21.7,Site,Sul,Premium,2024-12-27,Tradicional
535,27.0,3389.85,1265.06,8.0,157.39,4.8,29.4,Site,Sul,Básico,2023-06-22,Jovem digital
536,18.0,4899.74,1685.84,13.0,129.24,5.7,63.0,Aplicativo,Sudeste,Básico,2026-04-22,Jovem digital
537,42.0,7700.49,742.31,5.3,139.86,7.7,19.7,Site,Sudeste,Básico,2023-02-01,Tradicional
538,36.0,3806.14,963.46,12.9,74.46,4.2,47.8,Aplicativo,Centro-Oeste,Básico,2024-04-02,Jovem digital
539,33.0,6336.57,1699.7,11.1,153.48,6.1,42.6,Aplicativo,Sudeste,Premium,2025-11-03,Jovem digital
540,53.0,12211.27,3468.17,9.1,381.36,10.2,34.8,Site,Sudeste,Básico,2022-05-10,Alto valor
541,45.0,21513.31,5003.55,9.9,502.9,6.7,39.2,Aplicativo,Sudeste,Básico,2023-11-06,Alto valor
542,38.0,5355.5,618.9,6.3,97.95,6.3,23.0,Site,Nordeste,Básico,2024-03-12,Tradicional
543,51.0,19049.51,5172.54,7.8,661.15,8.3,30.5,Aplicativo,Nordeste,Básico,2025-07-16,Alto valor
544,47.0,14007.83,4223.91,6.0,698.69,13.0,20.4,Aplicativo,Sudeste,Básico,2025-08-10,Alto valor
545,23.0,4632.15,1192.37,10.8,110.18,1.1,33.5,Aplicativo,Sudeste,Premium,2025-08-25,Jovem digital
546,39.0,9842.05,821.0,5.4,153.09,8.3,33.3,Site,Sudeste,VIP,2023-08-23,Tradicional
547,29.0,4031.64,2011.54,19.6,102.45,5.3,65.8,Aplicativo,Sudeste,VIP,2024-04-01,Jovem digital
548,25.0,6250.69,1286.64,6.4,201.12,4.0,32.8,Aplicativo,Sudeste,Básico,2022-02-15,Jovem digital
549,60.0,6277.32,578.59,1.9,307.75,9.1,21.1,Site,Nordeste,Básico,2025-10-07,Tradicional
550,56.0,7276.3,653.91,3.5,187.36,10.7,22.8,Loja física,Sul,Básico,2023-05-23,Tradicional
551,40.0,7243.91,1141.25,7.4,154.04,8.9,27.9,Loja física,Sudeste,Premium,2024-02-21,Tradicional
552,29.0,2892.8,1197.95,7.7,155.98,6.4,26.9,Aplicativo,Sul,Premium,2025-02-14,Jovem digital
553,20.0,3942.94,1179.59,11.8,100.3,7.4,32.5,Loja física,Nordeste,Premium,2025-07-22,Jovem digital
554,42.0,14554.95,4651.73,9.0,516.44,10.4,37.4,Site,Sudeste,Básico,2022-05-24,Alto valor
555,30.0,4287.52,1051.15,9.1,115.07,8.0,38.1,Site,Sudeste,Premium,2025-07-06,Jovem digital
556,24.0,4710.84,1034.59,11.8,87.37,4.2,54.3,Aplicativo,Nordeste,VIP,2023-09-21,Jovem digital
557,23.0,5884.65,1236.9,11.2,110.46,6.4,45.5,Aplicativo,Sudeste,Básico,2023-11-30,Jovem digital
558,63.0,6443.81,902.45,5.7,158.55,11.2,23.6,Site,Nordeste,Premium,2022-08-11,Tradicional
559,41.0,5225.39,1084.83,8.8,123.01,5.6,21.6,Aplicativo,Nordeste,Premium,2025-04-13,Tradicional
560,51.0,7726.75,1018.66,3.2,318.93,5.0,13.9,Loja física,Centro-Oeste,Básico,2024-03-06,Tradicional
561,23.0,4546.71,713.35,6.9,103.36,0.6,27.9,Aplicativo,Sudeste,VIP,2022-06-23,Jovem digital
562,29.0,3348.58,1128.58,6.0,187.25,6.1,23.6,Aplicativo,Sudeste,Premium,2022-08-25,Jovem digital
563,64.0,23399.38,5337.28,7.5,713.03,10.8,39.8,Aplicativo,Centro-Oeste,Premium,2025-04-21,Alto valor
564,51.0,9101.51,923.91,4.4,210.86,5.9,18.8,Aplicativo,Sul,Básico,2022-07-02,Tradicional
565,46.0,7674.98,834.73,4.8,175.35,10.5,32.6,Site,Sudeste,Básico,2024-05-21,Tradicional
566,55.0,9343.29,1306.99,5.9,223.06,9.5,16.1,Aplicativo,Sul,Premium,2025-03-12,Tradicional
567,41.0,10577.13,1659.47,6.0,277.66,10.5,43.4,Site,Sudeste,Básico,2026-03-05,Tradicional
568,21.0,3462.77,1497.47,12.0,124.3,5.9,34.3,Aplicativo,Nordeste,Básico,2022-09-22,Jovem digital
569,37.0,3483.16,1746.44,13.3,131.68,4.5,51.5,Site,Norte,Básico,2023-05-10,Jovem digital
570,50.0,4871.99,1048.27,7.5,139.14,9.5,31.8,Marketplace,Nordeste,Básico,2022-09-16,Tradicional
571,30.0,4447.32,1440.21,11.6,124.53,7.6,42.9,Loja física,Sul,Premium,2026-01-11,Jovem digital
572,53.0,15150.19,3493.99,6.3,554.34,7.7,26.2,Site,Norte,Básico,2024-09-17,Alto valor
573,38.0,6947.92,863.71,5.0,174.44,3.7,21.4,Site,Nordeste,Básico,2026-07-03,Tradicional
574,48.0,5384.94,811.7,7.6,106.27,8.5,36.8,Loja física,Sudeste,Básico,2022-03-14,Tradicional
575,46.0,17503.73,3745.79,4.3,865.68,5.7,28.3,Marketplace,Nordeste,Básico,2025-03-26,Alto valor
576,52.0,3859.65,1019.81,7.0,145.45,11.3,45.9,Site,Sudeste,Básico,2022-02-25,Tradicional
577,46.0,16468.18,4386.37,10.2,428.43,7.1,41.9,Aplicativo,Sudeste,Básico,2022-07-02,Alto valor
578,51.0,5314.6,554.74,4.1,133.98,12.6,41.2,Loja física,Sul,Básico,2023-12-23,Tradicional
579,51.0,21727.97,4526.63,7.6,593.13,3.8,28.2,Aplicativo,Sudeste,Básico,2023-09-06,Alto valor
580,22.0,4690.66,1826.54,15.6,117.01,5.4,61.9,Loja física,Sudeste,Premium,2023-09-03,Jovem digital
581,41.0,8179.72,807.39,4.6,176.72,10.7,30.0,Aplicativo,Sul,Básico,2022-04-24,Tradicional
582,36.0,9917.86,928.42,1.0,928.42,4.8,4.4,Aplicativo,Sudeste,Premium,2024-06-29,Tradicional
583,25.0,3744.13,1482.42,15.2,97.33,5.1,53.3,Loja física,Sul,Básico,2023-07-24,Jovem digital
584,24.0,4049.42,1359.0,12.0,112.92,4.4,45.4,Loja física,Sudeste,Premium,2026-07-20,Jovem digital
585,38.0,11370.55,3901.13,10.6,369.33,5.5,38.0,Site,Nordeste,Premium,2025-08-13,Alto valor
586,48.0,6009.71,1024.08,3.8,268.58,8.8,25.3,Loja física,Centro-Oeste,Básico,2023-12-28,Tradicional
587,26.0,3709.66,1380.98,13.7,100.51,2.6,51.3,Loja física,Sudeste,Premium,2025-07-03,Jovem digital
588,24.0,4212.07,1459.12,11.0,132.64,5.1,39.0,Site,Nordeste,Premium,2024-08-21,Jovem digital
589,37.0,4614.64,1119.52,5.1,221.47,8.2,1.4,Marketplace,Sudeste,Básico,2024-04-08,Jovem digital
590,27.0,4251.41,1438.77,11.6,123.87,5.3,54.6,Site,Sudeste,Premium,2026-03-17,Jovem digital
591,49.0,18251.08,4071.95,6.9,588.79,6.0,25.6,Aplicativo,Sudeste,Premium,2024-09-09,Alto valor
592,68.0,5243.79,472.3,5.2,91.17,13.1,24.6,Loja física,Sudeste,Básico,2024-03-18,Tradicional
593,28.0,3234.2,1481.75,9.9,149.77,7.5,29.7,Site,Sudeste,VIP,2024-08-05,Jovem digital
594,48.0,7708.51,1056.14,1.8,582.91,5.8,9.8,Loja física,Nordeste,Básico,2025-07-30,Tradicional
595,21.0,6443.56,1873.5,13.6,138.23,2.0,38.6,Aplicativo,Nordeste,Premium,2025-05-24,Jovem digital
596,23.0,4382.11,1345.43,9.8,136.97,3.0,27.2,Aplicativo,Norte,VIP,2024-07-06,Jovem digital
597,42.0,3526.19,715.21,7.0,101.89,8.8,26.2,Aplicativo,Centro-Oeste,VIP,2022-10-23,Tradicional
598,40.0,5494.26,615.34,5.6,109.0,7.9,30.7,Site,Sudeste,Premium,2024-12-01,Tradicional
599,33.0,17087.24,4467.45,9.0,494.29,8.3,53.3,Loja física,Sudeste,Premium,2023-12-22,Alto valor
600,35.0,6675.76,508.64,2.4,215.17,5.9,20.8,Site,Sudeste,Básico,2026-04-09,Tradicional
601,38.0,8372.76,795.51,4.3,182.99,4.9,27.9,Aplicativo,Sul,Básico,2026-02-27,Tradicional
602,60.0,7224.95,803.28,5.6,143.18,11.8,27.9,Site,Centro-Oeste,Premium,2022-01-02,Tradicional
603,45.0,7451.39,3412.57,9.9,343.4,6.6,38.6,Aplicativo,Sudeste,Básico,2026-07-29,Alto valor
604,43.0,6237.84,567.86,6.3,89.78,8.0,32.0,Site,Sudeste,Premium,2026-02-15,Tradicional
605,45.0,10427.36,4227.88,11.5,366.27,4.3,34.5,Loja física,Sudeste,Básico,2026-02-25,Alto valor
606,34.0,9240.97,3024.43,7.7,390.99,5.2,26.1,Aplicativo,Centro-Oeste,Básico,2024-04-12,Alto valor
607,40.0,27948.8,6354.75,8.6,736.78,9.6,44.2,Site,Sudeste,Básico,2023-03-29,Alto valor
608,24.0,5141.38,1352.15,10.0,134.56,3.7,43.3,Site,Nordeste,Básico,2024-10-11,Jovem digital
609,49.0,3987.25,826.49,7.9,104.96,10.2,36.5,Aplicativo,Sul,Básico,2026-01-16,Tradicional
610,54.0,4707.59,420.0,3.3,125.81,3.6,4.8,Site,Sudeste,Básico,2024-01-23,Tradicional
611,46.0,6629.95,589.5,4.2,141.57,6.7,18.2,Site,Sudeste,VIP,2026-07-06,Tradicional
612,34.0,6406.14,636.22,4.2,152.87,6.2,8.4,Site,Nordeste,Premium,2023-03-13,Tradicional
613,60.0,14610.0,4110.95,10.5,390.03,13.7,48.6,Aplicativo,Nordeste,Premium,2025-11-27,Alto valor
614,51.0,14736.06,4359.69,4.6,946.78,5.9,22.9,Aplicativo,Sudeste,Básico,2022-04-21,Alto valor
615,26.0,5176.25,1320.63,9.1,144.81,7.2,33.8,Loja física,Sudeste,Básico,2025-11-04,Jovem digital
616,37.0,9417.8,1054.27,5.6,189.6,9.4,29.9,Aplicativo,Sudeste,Premium,2026-04-30,Tradicional
617,55.0,9195.41,756.83,6.4,118.67,7.4,31.4,Loja física,Sudeste,Básico,2025-03-20,Tradicional
618,24.0,3170.84,1474.43,12.8,115.02,4.5,45.9,Site,Sudeste,Básico,2024-11-09,Jovem digital
619,20.0,3983.8,1129.22,7.3,155.44,5.2,18.5,Site,Sudeste,VIP,2023-11-19,Jovem digital
620,19.0,4870.3,1935.79,11.9,162.06,1.3,35.4,Loja física,Nordeste,Básico,2025-12-31,Jovem digital
621,51.0,5725.49,574.59,6.5,88.77,7.5,31.8,Site,Nordeste,VIP,2022-07-31,Tradicional
622,36.0,7183.2,658.57,1.1,590.56,9.8,27.7,Aplicativo,Nordeste,Básico,2023-05-02,Tradicional
623,42.0,15494.24,4157.95,5.8,711.43,8.7,25.8,Aplicativo,Nordeste,Básico,2022-08-08,Alto valor
624,44.0,9893.84,851.35,5.0,169.86,7.4,28.4,Loja física,Norte,Básico,2023-04-10,Tradicional
625,47.0,9756.12,3698.2,8.8,419.66,8.4,43.6,Site,Norte,VIP,2024-05-25,Alto valor
626,64.0,5393.81,616.33,4.5,136.42,11.5,25.8,Loja física,Sudeste,Premium,2023-07-16,Tradicional
627,50.0,16948.7,4899.41,7.9,620.71,10.3,45.3,Site,Sudeste,Premium,2023-12-05,Alto valor
628,24.0,5535.67,1592.71,12.3,129.0,4.1,51.6,Site,Sudeste,Básico,2023-01-22,Jovem digital
629,41.0,13461.08,1172.81,3.5,332.3,11.0,34.8,Aplicativo,Centro-Oeste,Premium,2023-08-13,Tradicional
630,44.0,26561.13,5754.01,9.8,588.73,10.8,45.9,Aplicativo,Sudeste,Premium,2024-04-12,Alto valor
631,53.0,16289.37,4550.92,7.0,653.23,10.4,52.2,Loja física,Sudeste,Premium,2022-12-24,Alto valor
632,52.0,16071.92,4475.54,7.9,565.37,6.8,26.9,Aplicativo,Sul,Premium,2026-04-15,Alto valor
633,28.0,4270.07,1675.07,9.4,178.25,3.5,49.4,Marketplace,Sul,Premium,2026-02-09,Jovem digital
634,22.0,4734.25,1778.8,10.2,174.4,4.4,42.0,Aplicativo,Sul,Premium,2026-01-04,Jovem digital
635,22.0,3418.53,1252.05,8.6,146.0,5.3,42.9,Site,Nordeste,Básico,2022-01-03,Jovem digital
636,20.0,3673.32,1062.0,5.6,189.0,0.8,15.3,Aplicativo,Sul,Premium,2024-04-07,Jovem digital
637,40.0,4159.46,526.32,7.0,75.69,8.4,37.7,Loja física,Centro-Oeste,Básico,2025-08-22,Tradicional
638,50.0,5267.15,999.34,7.9,126.77,11.5,48.9,Aplicativo,Sudeste,VIP,2023-08-07,Tradicional
639,36.0,4936.6,718.33,6.1,117.95,8.1,19.3,Site,Centro-Oeste,Básico,2023-01-23,Tradicional
640,48.0,22537.19,5136.95,6.5,789.98,6.7,26.2,Marketplace,Sul,Básico,2024-10-19,Alto valor
641,52.0,8285.75,835.78,4.7,177.35,6.9,5.3,Site,Sudeste,Básico,2022-01-05,Tradicional
642,37.0,10697.95,3492.68,8.6,404.4,7.6,33.6,Aplicativo,Norte,Premium,2024-10-20,Alto valor
643,27.0,5618.56,1269.59,8.0,158.07,5.4,24.1,Loja física,Centro-Oeste,Básico,2024-01-25,Jovem digital
644,28.0,3448.43,1773.38,14.6,121.64,6.9,50.2,Site,Centro-Oeste,Premium,2025-02-17,Jovem digital
645,46.0,11134.76,934.61,2.3,406.0,9.4,41.6,Aplicativo,Centro-Oeste,Premium,2025-02-15,Tradicional
646,52.0,11194.16,3127.32,8.6,363.58,11.2,53.0,Site,Sudeste,Básico,2024-06-14,Alto valor
647,30.0,5647.87,1153.47,11.7,98.75,3.6,27.8,Loja física,Sudeste,Básico,2024-09-03,Jovem digital
648,36.0,7699.96,385.29,5.0,76.48,7.4,28.4,Site,Sudeste,Premium,2022-02-14,Tradicional
649,54.0,6772.02,930.21,3.5,263.84,8.1,26.7,Loja física,Centro-Oeste,VIP,2026-06-29,Tradicional
650,24.0,3463.63,1792.15,11.9,150.65,5.1,39.1,Loja física,Nordeste,Básico,2022-05-08,Jovem digital
651,57.0,7240.68,1023.16,5.8,175.43,11.3,32.5,Site,Norte,VIP,2026-06-21,Tradicional
652,40.0,18433.65,4626.87,6.5,708.35,9.6,33.3,Aplicativo,Centro-Oeste,Básico,2026-06-17,Alto valor
653,42.0,7554.66,316.93,5.2,60.8,10.8,17.8,Loja física,Sul,Premium,2025-04-15,Tradicional
654,28.0,5027.32,1517.08,12.1,125.23,6.8,36.3,Site,Sudeste,Premium,2025-06-01,Jovem digital
655,60.0,16571.59,4932.05,8.9,555.7,9.5,39.4,Aplicativo,Sudeste,Básico,2022-02-20,Alto valor
656,29.0,3266.24,825.1,4.9,168.25,5.4,22.0,Aplicativo,Sul,Básico,2026-05-05,Jovem digital
657,54.0,13397.38,4132.79,9.6,430.39,5.0,29.2,Loja física,Nordeste,Premium,2024-06-02,Alto valor
658,33.0,3866.79,1561.63,12.2,128.33,9.6,41.7,Aplicativo,Sudeste,Básico,2023-07-22,Jovem digital
659,56.0,3895.46,774.85,4.2,185.6,8.5,22.0,Aplicativo,Centro-Oeste,Básico,2025-01-24,Tradicional
660,35.0,4492.03,1543.36,10.3,150.3,7.8,47.3,Aplicativo,Nordeste,Básico,2024-06-13,Jovem digital
661,31.0,3797.64,1682.2,11.8,142.25,7.8,44.3,Aplicativo,Sudeste,Premium,2023-08-28,Jovem digital
662,62.0,19023.67,4718.93,8.1,583.43,7.1,45.8,Marketplace,Centro-Oeste,Básico,2023-06-23,Alto valor
663,30.0,4066.15,1188.38,11.5,103.57,4.0,33.6,Site,Sul,Básico,2022-07-17,Jovem digital
664,33.0,3052.11,1260.42,9.9,127.06,10.1,43.4,Loja física,Nordeste,VIP,2026-02-28,Jovem digital
665,37.0,3731.21,1134.09,9.3,121.49,7.6,34.3,Loja física,Sudeste,Premium,2025-01-18,Jovem digital
666,57.0,2795.74,1009.18,3.2,315.85,8.0,23.9,Site,Sudeste,Básico,2023-04-27,Tradicional
667,53.0,10529.02,3480.49,7.9,439.67,8.6,27.8,Loja física,Sudeste,Básico,2025-04-24,Alto valor
668,55.0,27023.07,5776.04,8.8,658.08,11.6,55.7,Marketplace,Sul,Básico,2025-03-06,Alto valor
669,31.0,3454.14,786.23,8.4,93.41,8.4,21.8,Loja física,Nordeste,Básico,2022-08-22,Jovem digital
670,31.0,4967.26,679.18,2.9,235.83,2.9,25.9,Loja física,Norte,Básico,2022-10-20,Tradicional
671,21.0,1741.69,930.89,8.4,110.95,8.8,36.4,Site,Centro-Oeste,Básico,2023-01-21,Jovem digital
672,39.0,10253.91,1117.83,3.9,286.95,9.4,27.4,Loja física,Sudeste,Básico,2022-06-25,Tradicional
673,49.0,14798.31,3889.51,6.3,614.53,8.0,39.3,Aplicativo,Norte,Premium,2025-10-07,Alto valor
674,38.0,6840.15,632.04,4.6,138.16,4.3,25.8,Loja física,Sudeste,Básico,2022-09-18,Tradicional
675,52.0,7387.98,841.23,4.2,200.61,11.2,20.1,Site,Sudeste,Básico,2025-09-18,Tradicional
676,27.0,3294.19,1203.37,11.2,107.67,6.8,46.5,Site,Nordeste,Premium,2024-06-04,Jovem digital
677,42.0,8924.18,3394.87,7.3,466.15,4.2,41.9,Marketplace,Centro-Oeste,Básico,2022-07-15,Alto valor
678,38.0,13846.25,1513.06,6.6,229.45,6.6,20.6,Site,Norte,Premium,2025-11-13,Tradicional
679,31.0,7056.06,938.23,9.0,103.87,13.4,60.1,Aplicativo,Nordeste,Básico,2022-10-18,Jovem digital
680,25.0,4910.55,1543.07,11.4,135.61,5.5,43.8,Loja física,Sudeste,Premium,2026-07-29,Jovem digital
681,34.0,4674.21,1362.06,13.0,104.8,4.8,41.3,Marketplace,Sudeste,Básico,2022-01-24,Jovem digital
682,22.0,6599.78,1472.27,11.3,130.84,2.8,29.9,Site,Sudeste,Básico,2024-11-07,Jovem digital
683,24.0,3501.99,947.66,9.2,102.7,9.4,37.2,Loja física,Sul,Premium,2023-06-09,Jovem digital
684,32.0,6130.65,933.45,3.9,237.35,8.3,6.1,Loja física,Sul,Básico,2024-06-11,Tradicional
685,46.0,7038.52,750.14,3.7,204.82,11.3,21.2,Loja física,Sudeste,Básico,2025-11-04,Tradicional
686,29.0,5132.64,1697.76,10.8,157.71,6.5,38.0,Aplicativo,Sul,Básico,2025-08-08,Jovem digital
687,44.0,8245.41,532.55,4.1,129.31,10.7,16.6,Site,Sul,Básico,2023-04-16,Tradicional
688,51.0,18918.76,5034.37,9.2,550.16,6.7,41.4,Loja física,Nordeste,Básico,2022-04-17,Alto valor
689,41.0,5102.74,847.1,6.0,141.35,7.8,25.6,Marketplace,Sudeste,Básico,2023-04-20,Tradicional
690,40.0,9066.89,767.13,3.4,224.91,7.9,14.6,Aplicativo,Sudeste,Básico,2025-09-15,Tradicional
691,35.0,5356.38,1498.56,10.1,148.3,9.9,39.6,Aplicativo,Nordeste,Premium,2024-05-11,Jovem digital
692,50.0,6230.48,2592.27,6.2,418.98,9.2,32.5,Aplicativo,Nordeste,Premium,2025-06-22,Alto valor
693,25.0,4500.88,1537.87,13.8,111.25,4.1,47.0,Loja física,Sudeste,Básico,2024-04-07,Jovem digital
694,22.0,4599.94,1345.58,10.2,132.13,5.3,31.2,Loja física,Sudeste,VIP,2024-06-04,Jovem digital
695,47.0,30736.11,5822.71,3.5,1654.84,4.3,16.7,Site,Norte,Básico,2022-04-19,Alto valor
696,44.0,5142.09,947.09,6.6,143.07,2.4,22.4,Aplicativo,Nordeste,Básico,2022-02-08,Tradicional
697,44.0,5993.05,746.69,4.8,155.61,9.6,16.9,Aplicativo,Sudeste,Premium,2025-03-22,Tradicional
698,43.0,6143.55,938.92,5.5,172.14,6.8,22.3,Loja física,Sul,Premium,2022-12-05,Tradicional
699,34.0,4742.68,720.17,1.9,388.72,6.0,17.4,Aplicativo,Sul,Básico,2023-08-27,Tradicional
700,28.0,4838.28,1612.46,7.4,217.13,7.8,36.2,Aplicativo,Sudeste,VIP,2023-09-11,Jovem digital
701,24.0,4402.54,1338.91,13.1,101.93,8.6,47.9,Aplicativo,Sudeste,VIP,2024-11-24,Jovem digital
702,24.0,4416.08,1948.87,18.1,107.41,6.6,67.8,Loja física,Norte,Básico,2026-04-23,Jovem digital
703,35.0,5886.57,1378.1,11.9,115.61,11.1,41.3,Site,Sul,Premium,2025-06-20,Jovem digital
704,56.0,9287.37,3715.3,11.2,331.67,10.4,38.5,Aplicativo,Sudeste,Premium,2024-12-03,Alto valor
705,18.0,3818.06,1424.57,12.6,112.75,5.4,42.3,Aplicativo,Nordeste,VIP,2025-10-27,Jovem digital
706,50.0,5036.92,603.39,2.6,227.76,9.0,30.8,Marketplace,Sul,Premium,2024-05-02,Tradicional
707,49.0,13417.6,3780.05,10.5,361.57,5.4,39.2,Site,Sul,Básico,2022-08-31,Alto valor
708,51.0,15329.83,3243.43,4.9,663.74,10.8,25.5,Site,Sudeste,Premium,2024-03-27,Alto valor
709,44.0,11777.16,829.05,6.0,137.2,2.2,33.1,Aplicativo,Sudeste,Básico,2026-06-24,Tradicional
710,19.0,8098.82,1088.07,4.8,225.42,3.4,16.3,Aplicativo,Sudeste,Premium,2025-07-28,Tradicional
711,43.0,16778.83,4381.62,9.7,452.07,7.7,56.2,Loja física,Norte,Premium,2023-08-08,Alto valor
712,41.0,6549.45,846.6,6.0,141.65,5.6,20.5,Loja física,Sul,Premium,2023-06-26,Tradicional
713,56.0,12938.81,4418.21,5.3,826.88,8.2,17.7,Site,Nordeste,Básico,2026-03-15,Alto valor
714,45.0,12505.25,3771.54,7.9,479.33,12.1,36.8,Marketplace,Sudeste,Básico,2022-06-08,Alto valor
715,46.0,14916.55,4187.4,7.9,528.68,10.6,34.5,Site,Nordeste,Premium,2026-04-09,Alto valor
716,18.0,7111.62,1737.73,10.6,163.45,3.1,29.1,Loja física,Sul,Básico,2025-02-06,Jovem digital
717,33.0,5643.49,965.48,3.8,254.76,5.4,38.6,Aplicativo,Nordeste,Básico,2025-09-12,Tradicional
